individual,mode,activity,alternative,choice,ASC,var11,var21,var31,var12,var22,var32,var13,var23,var33,var14,var24,var34,var1_1,var1_2,var1_3,var2_1,var2_2,var2_3,var3_1,var3_2,var3_3
3119,NMT,NA1,NMT_NA1,0,0,7.655407113,5.431503413,1.072303992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.988423967,2.293664716,3.743052572
3119,IPT,ICT,IPT_ICT,0,0,0,0,0,5.052807571,4.032914127,4.228927403,0,0,0,0,0,0,7.097632381,-1.461430577,-1.676415808,0,0,0,0,0,0
3119,IPT,NICT,IPT_NICT,0,0,0,0,0,5.052807571,4.032914127,4.228927403,0,0,0,0,0,0,0,0,0,6.371995942,0.993022751,4.495143015,0,0,0
3119,IPT,NA1,IPT_NA1,0,0,0,0,0,5.052807571,4.032914127,4.228927403,0,0,0,0,0,0,0,0,0,0,0,0,3.988423967,2.293664716,3.743052572
3119,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.866462432,2.420268636,-4.387391036,0,0,0,7.097632381,-1.461430577,-1.676415808,0,0,0,0,0,0
3119,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.866462432,2.420268636,-4.387391036,0,0,0,0,0,0,6.371995942,0.993022751,4.495143015,0,0,0
3119,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.866462432,2.420268636,-4.387391036,0,0,0,0,0,0,0,0,0,3.988423967,2.293664716,3.743052572
3119,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,6.428216578,2.607367655,3.459459195,7.097632381,-1.461430577,-1.676415808,0,0,0,0,0,0
3119,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,6.428216578,2.607367655,3.459459195,0,0,0,6.371995942,0.993022751,4.495143015,0,0,0
3119,BUS,NA1,BUS_NA1,1,0,0,0,0,0,0,0,0,0,0,6.428216578,2.607367655,3.459459195,0,0,0,0,0,0,3.988423967,2.293664716,3.743052572
3120,NMT,ICT,NMT_ICT,0,0,5.516438516,5.027724765,1.280975468,0,0,0,0,0,0,0,0,0,5.166886593,2.431391553,12.75713954,0,0,0,0,0,0
3120,NMT,NICT,NMT_NICT,0,0,5.516438516,5.027724765,1.280975468,0,0,0,0,0,0,0,0,0,0,0,0,4.17705959,5.320536655,4.802433612,0,0,0
3120,NMT,NA1,NMT_NA1,0,0,5.516438516,5.027724765,1.280975468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.146139116,1.315897762,-1.616467943
3120,IPT,ICT,IPT_ICT,0,0,0,0,0,5.725608908,5.005785115,2.53631279,0,0,0,0,0,0,5.166886593,2.431391553,12.75713954,0,0,0,0,0,0
3120,IPT,NICT,IPT_NICT,0,0,0,0,0,5.725608908,5.005785115,2.53631279,0,0,0,0,0,0,0,0,0,4.17705959,5.320536655,4.802433612,0,0,0
3120,IPT,NA1,IPT_NA1,0,0,0,0,0,5.725608908,5.005785115,2.53631279,0,0,0,0,0,0,0,0,0,0,0,0,4.146139116,1.315897762,-1.616467943
3120,PV,ICT,PV_ICT,1,0,0,0,0,0,0,0,4.100613159,3.463708213,7.979711952,0,0,0,5.166886593,2.431391553,12.75713954,0,0,0,0,0,0
3120,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.100613159,3.463708213,7.979711952,0,0,0,0,0,0,4.17705959,5.320536655,4.802433612,0,0,0
3120,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.100613159,3.463708213,7.979711952,0,0,0,0,0,0,0,0,0,4.146139116,1.315897762,-1.616467943
3120,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.1882435,3.772630427,-1.498043168,5.166886593,2.431391553,12.75713954,0,0,0,0,0,0
3120,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.1882435,3.772630427,-1.498043168,0,0,0,4.17705959,5.320536655,4.802433612,0,0,0
3120,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.1882435,3.772630427,-1.498043168,0,0,0,0,0,0,4.146139116,1.315897762,-1.616467943
3121,NMT,ICT,NMT_ICT,0,0,5.387833083,7.424471147,0.06612392,0,0,0,0,0,0,0,0,0,5.556142436,1.767211683,3.866086264,0,0,0,0,0,0
3121,NMT,NICT,NMT_NICT,0,0,5.387833083,7.424471147,0.06612392,0,0,0,0,0,0,0,0,0,0,0,0,5.81870419,0.296873543,4.202535146,0,0,0
3121,NMT,NA1,NMT_NA1,0,0,5.387833083,7.424471147,0.06612392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57434097,-8.296963621,0.42912149
3121,IPT,ICT,IPT_ICT,0,0,0,0,0,6.292912528,5.090110429,4.3066927,0,0,0,0,0,0,5.556142436,1.767211683,3.866086264,0,0,0,0,0,0
3121,IPT,NICT,IPT_NICT,0,0,0,0,0,6.292912528,5.090110429,4.3066927,0,0,0,0,0,0,0,0,0,5.81870419,0.296873543,4.202535146,0,0,0
3121,IPT,NA1,IPT_NA1,0,0,0,0,0,6.292912528,5.090110429,4.3066927,0,0,0,0,0,0,0,0,0,0,0,0,3.57434097,-8.296963621,0.42912149
3121,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.237818847,0.815062572,-0.31227503,0,0,0,5.556142436,1.767211683,3.866086264,0,0,0,0,0,0
3121,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.237818847,0.815062572,-0.31227503,0,0,0,0,0,0,5.81870419,0.296873543,4.202535146,0,0,0
3121,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.237818847,0.815062572,-0.31227503,0,0,0,0,0,0,0,0,0,3.57434097,-8.296963621,0.42912149
3121,BUS,ICT,BUS_ICT,1,0,0,0,0,0,0,0,0,0,0,5.839256754,4.919397858,2.428401618,5.556142436,1.767211683,3.866086264,0,0,0,0,0,0
3121,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.839256754,4.919397858,2.428401618,0,0,0,5.81870419,0.296873543,4.202535146,0,0,0
3121,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.839256754,4.919397858,2.428401618,0,0,0,0,0,0,3.57434097,-8.296963621,0.42912149
3122,NMT,ICT,NMT_ICT,0,0,6.491207665,5.528583218,4.744486435,0,0,0,0,0,0,0,0,0,5.295862948,0.87498602,2.104410386,0,0,0,0,0,0
3122,NMT,NICT,NMT_NICT,0,0,6.491207665,5.528583218,4.744486435,0,0,0,0,0,0,0,0,0,0,0,0,4.621574703,3.182406166,3.864623743,0,0,0
3122,NMT,NA1,NMT_NA1,0,0,6.491207665,5.528583218,4.744486435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134457618,-2.406077667,4.442027331
3122,IPT,ICT,IPT_ICT,0,0,0,0,0,5.995930856,3.594323192,3.659376949,0,0,0,0,0,0,5.295862948,0.87498602,2.104410386,0,0,0,0,0,0
3122,IPT,NICT,IPT_NICT,0,0,0,0,0,5.995930856,3.594323192,3.659376949,0,0,0,0,0,0,0,0,0,4.621574703,3.182406166,3.864623743,0,0,0
3122,IPT,NA1,IPT_NA1,0,0,0,0,0,5.995930856,3.594323192,3.659376949,0,0,0,0,0,0,0,0,0,0,0,0,4.134457618,-2.406077667,4.442027331
3122,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,8.930815553,3.120620307,-1.024160793,0,0,0,5.295862948,0.87498602,2.104410386,0,0,0,0,0,0
3122,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,8.930815553,3.120620307,-1.024160793,0,0,0,0,0,0,4.621574703,3.182406166,3.864623743,0,0,0
3122,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,8.930815553,3.120620307,-1.024160793,0,0,0,0,0,0,0,0,0,4.134457618,-2.406077667,4.442027331
3122,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.222965786,4.813533875,5.655703102,5.295862948,0.87498602,2.104410386,0,0,0,0,0,0
3122,BUS,NICT,BUS_NICT,1,0,0,0,0,0,0,0,0,0,0,5.222965786,4.813533875,5.655703102,0,0,0,4.621574703,3.182406166,3.864623743,0,0,0
3122,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.222965786,4.813533875,5.655703102,0,0,0,0,0,0,4.134457618,-2.406077667,4.442027331
3123,NMT,ICT,NMT_ICT,0,0,5.64197062,6.818649927,-0.535973853,0,0,0,0,0,0,0,0,0,6.134617769,3.165226311,2.629406469,0,0,0,0,0,0
3123,NMT,NICT,NMT_NICT,0,0,5.64197062,6.818649927,-0.535973853,0,0,0,0,0,0,0,0,0,0,0,0,3.645288394,2.867266725,3.16296592,0,0,0
3123,NMT,NA1,NMT_NA1,0,0,5.64197062,6.818649927,-0.535973853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938390396,6.941862794,1.264090928
3123,IPT,ICT,IPT_ICT,0,0,0,0,0,7.652511976,3.463540296,4.494466488,0,0,0,0,0,0,6.134617769,3.165226311,2.629406469,0,0,0,0,0,0
3123,IPT,NICT,IPT_NICT,0,0,0,0,0,7.652511976,3.463540296,4.494466488,0,0,0,0,0,0,0,0,0,3.645288394,2.867266725,3.16296592,0,0,0
3123,IPT,NA1,IPT_NA1,0,0,0,0,0,7.652511976,3.463540296,4.494466488,0,0,0,0,0,0,0,0,0,0,0,0,2.938390396,6.941862794,1.264090928
3123,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.169362632,2.014197457,4.451292433,0,0,0,6.134617769,3.165226311,2.629406469,0,0,0,0,0,0
3123,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.169362632,2.014197457,4.451292433,0,0,0,0,0,0,3.645288394,2.867266725,3.16296592,0,0,0
3123,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,7.169362632,2.014197457,4.451292433,0,0,0,0,0,0,0,0,0,2.938390396,6.941862794,1.264090928
3123,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.084840558,3.957191822,2.63959454,6.134617769,3.165226311,2.629406469,0,0,0,0,0,0
3123,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,2.084840558,3.957191822,2.63959454,0,0,0,3.645288394,2.867266725,3.16296592,0,0,0
3123,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.084840558,3.957191822,2.63959454,0,0,0,0,0,0,2.938390396,6.941862794,1.264090928
3124,NMT,ICT,NMT_ICT,0,0,5.860602799,6.010765739,0.560126314,0,0,0,0,0,0,0,0,0,7.387134506,3.511980527,0.058483538,0,0,0,0,0,0
3124,NMT,NICT,NMT_NICT,0,0,5.860602799,6.010765739,0.560126314,0,0,0,0,0,0,0,0,0,0,0,0,3.64388811,-0.408708828,3.471092372,0,0,0
3124,NMT,NA1,NMT_NA1,0,0,5.860602799,6.010765739,0.560126314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.167267771,-16.40932312,-2.347826899
3124,IPT,ICT,IPT_ICT,0,0,0,0,0,7.363126193,5.056245338,2.616171196,0,0,0,0,0,0,7.387134506,3.511980527,0.058483538,0,0,0,0,0,0
3124,IPT,NICT,IPT_NICT,0,0,0,0,0,7.363126193,5.056245338,2.616171196,0,0,0,0,0,0,0,0,0,3.64388811,-0.408708828,3.471092372,0,0,0
3124,IPT,NA1,IPT_NA1,0,0,0,0,0,7.363126193,5.056245338,2.616171196,0,0,0,0,0,0,0,0,0,0,0,0,5.167267771,-16.40932312,-2.347826899
3124,PV,ICT,PV_ICT,1,0,0,0,0,0,0,0,5.770148606,1.341152666,6.255309231,0,0,0,7.387134506,3.511980527,0.058483538,0,0,0,0,0,0
3124,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.770148606,1.341152666,6.255309231,0,0,0,0,0,0,3.64388811,-0.408708828,3.471092372,0,0,0
3124,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.770148606,1.341152666,6.255309231,0,0,0,0,0,0,0,0,0,5.167267771,-16.40932312,-2.347826899
3124,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.515632723,5.392311073,1.962267051,7.387134506,3.511980527,0.058483538,0,0,0,0,0,0
3124,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.515632723,5.392311073,1.962267051,0,0,0,3.64388811,-0.408708828,3.471092372,0,0,0
3124,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.515632723,5.392311073,1.962267051,0,0,0,0,0,0,5.167267771,-16.40932312,-2.347826899
3125,NMT,ICT,NMT_ICT,0,0,6.739653152,6.756457815,-3.040690723,0,0,0,0,0,0,0,0,0,7.122144638,-2.602016798,1.701685769,0,0,0,0,0,0
3125,NMT,NICT,NMT_NICT,0,0,6.739653152,6.756457815,-3.040690723,0,0,0,0,0,0,0,0,0,0,0,0,4.863378365,-0.751514563,3.50364426,0,0,0
3125,NMT,NA1,NMT_NA1,0,0,6.739653152,6.756457815,-3.040690723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.608393224,-11.73181774,-0.541089016
3125,IPT,ICT,IPT_ICT,0,0,0,0,0,6.877670647,3.596332694,5.298163151,0,0,0,0,0,0,7.122144638,-2.602016798,1.701685769,0,0,0,0,0,0
3125,IPT,NICT,IPT_NICT,0,0,0,0,0,6.877670647,3.596332694,5.298163151,0,0,0,0,0,0,0,0,0,4.863378365,-0.751514563,3.50364426,0,0,0
3125,IPT,NA1,IPT_NA1,0,0,0,0,0,6.877670647,3.596332694,5.298163151,0,0,0,0,0,0,0,0,0,0,0,0,6.608393224,-11.73181774,-0.541089016
3125,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.084340057,-0.879983828,-0.360643848,0,0,0,7.122144638,-2.602016798,1.701685769,0,0,0,0,0,0
3125,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.084340057,-0.879983828,-0.360643848,0,0,0,0,0,0,4.863378365,-0.751514563,3.50364426,0,0,0
3125,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,4.084340057,-0.879983828,-0.360643848,0,0,0,0,0,0,0,0,0,6.608393224,-11.73181774,-0.541089016
3125,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.885453819,4.233478328,2.678093298,7.122144638,-2.602016798,1.701685769,0,0,0,0,0,0
3125,BUS,NICT,BUS_NICT,1,0,0,0,0,0,0,0,0,0,0,2.885453819,4.233478328,2.678093298,0,0,0,4.863378365,-0.751514563,3.50364426,0,0,0
3125,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.885453819,4.233478328,2.678093298,0,0,0,0,0,0,6.608393224,-11.73181774,-0.541089016
3126,NMT,ICT,NMT_ICT,0,0,4.090643912,5.946960881,3.513242239,0,0,0,0,0,0,0,0,0,5.32008543,-2.120432753,2.478234296,0,0,0,0,0,0
3126,NMT,NICT,NMT_NICT,0,0,4.090643912,5.946960881,3.513242239,0,0,0,0,0,0,0,0,0,0,0,0,5.863265994,3.260104214,4.774766032,0,0,0
3126,NMT,NA1,NMT_NA1,0,0,4.090643912,5.946960881,3.513242239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241530093,-0.011320072,7.027762844
3126,IPT,ICT,IPT_ICT,0,0,0,0,0,6.014127248,3.331370573,3.816965515,0,0,0,0,0,0,5.32008543,-2.120432753,2.478234296,0,0,0,0,0,0
3126,IPT,NICT,IPT_NICT,0,0,0,0,0,6.014127248,3.331370573,3.816965515,0,0,0,0,0,0,0,0,0,5.863265994,3.260104214,4.774766032,0,0,0
3126,IPT,NA1,IPT_NA1,0,0,0,0,0,6.014127248,3.331370573,3.816965515,0,0,0,0,0,0,0,0,0,0,0,0,4.241530093,-0.011320072,7.027762844
3126,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.424742199,2.597151799,1.778258426,0,0,0,5.32008543,-2.120432753,2.478234296,0,0,0,0,0,0
3126,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.424742199,2.597151799,1.778258426,0,0,0,0,0,0,5.863265994,3.260104214,4.774766032,0,0,0
3126,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.424742199,2.597151799,1.778258426,0,0,0,0,0,0,0,0,0,4.241530093,-0.011320072,7.027762844
3126,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.412854775,4.113700183,3.989928476,5.32008543,-2.120432753,2.478234296,0,0,0,0,0,0
3126,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.412854775,4.113700183,3.989928476,0,0,0,5.863265994,3.260104214,4.774766032,0,0,0
3126,BUS,NA1,BUS_NA1,1,0,0,0,0,0,0,0,0,0,0,5.412854775,4.113700183,3.989928476,0,0,0,0,0,0,4.241530093,-0.011320072,7.027762844
3127,NMT,ICT,NMT_ICT,0,0,7.318302325,5.260818682,5.767611847,0,0,0,0,0,0,0,0,0,7.395383578,0.755667971,-0.881021164,0,0,0,0,0,0
3127,NMT,NICT,NMT_NICT,0,0,7.318302325,5.260818682,5.767611847,0,0,0,0,0,0,0,0,0,0,0,0,5.04340305,7.409599623,4.545994949,0,0,0
3127,NMT,NA1,NMT_NA1,0,0,7.318302325,5.260818682,5.767611847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.523110094,2.085613756,1.099927384
3127,IPT,ICT,IPT_ICT,0,0,0,0,0,7.102017035,4.554859487,4.763522668,0,0,0,0,0,0,7.395383578,0.755667971,-0.881021164,0,0,0,0,0,0
3127,IPT,NICT,IPT_NICT,0,0,0,0,0,7.102017035,4.554859487,4.763522668,0,0,0,0,0,0,0,0,0,5.04340305,7.409599623,4.545994949,0,0,0
3127,IPT,NA1,IPT_NA1,0,0,0,0,0,7.102017035,4.554859487,4.763522668,0,0,0,0,0,0,0,0,0,0,0,0,3.523110094,2.085613756,1.099927384
3127,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.032330011,-4.222111281,6.555679294,0,0,0,7.395383578,0.755667971,-0.881021164,0,0,0,0,0,0
3127,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.032330011,-4.222111281,6.555679294,0,0,0,0,0,0,5.04340305,7.409599623,4.545994949,0,0,0
3127,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.032330011,-4.222111281,6.555679294,0,0,0,0,0,0,0,0,0,3.523110094,2.085613756,1.099927384
3127,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,2.052533921,4.697043024,8.402006056,7.395383578,0.755667971,-0.881021164,0,0,0,0,0,0
3127,BUS,NICT,BUS_NICT,1,0,0,0,0,0,0,0,0,0,0,2.052533921,4.697043024,8.402006056,0,0,0,5.04340305,7.409599623,4.545994949,0,0,0
3127,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,2.052533921,4.697043024,8.402006056,0,0,0,0,0,0,3.523110094,2.085613756,1.099927384
3128,NMT,ICT,NMT_ICT,0,0,6.072680524,5.668850026,0.55591793,0,0,0,0,0,0,0,0,0,6.382541422,3.688936798,-4.055787248,0,0,0,0,0,0
3128,NMT,NICT,NMT_NICT,0,0,6.072680524,5.668850026,0.55591793,0,0,0,0,0,0,0,0,0,0,0,0,5.156360308,-2.188270837,4.232462896,0,0,0
3128,NMT,NA1,NMT_NA1,0,0,6.072680524,5.668850026,0.55591793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.799079613,-0.108501606,1.008000852
3128,IPT,ICT,IPT_ICT,0,0,0,0,0,7.530914039,4.511553909,4.959875461,0,0,0,0,0,0,6.382541422,3.688936798,-4.055787248,0,0,0,0,0,0
3128,IPT,NICT,IPT_NICT,0,0,0,0,0,7.530914039,4.511553909,4.959875461,0,0,0,0,0,0,0,0,0,5.156360308,-2.188270837,4.232462896,0,0,0
3128,IPT,NA1,IPT_NA1,0,0,0,0,0,7.530914039,4.511553909,4.959875461,0,0,0,0,0,0,0,0,0,0,0,0,5.799079613,-0.108501606,1.008000852
3128,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,7.238770427,6.314306421,-2.653165459,0,0,0,6.382541422,3.688936798,-4.055787248,0,0,0,0,0,0
3128,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,7.238770427,6.314306421,-2.653165459,0,0,0,0,0,0,5.156360308,-2.188270837,4.232462896,0,0,0
3128,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,7.238770427,6.314306421,-2.653165459,0,0,0,0,0,0,0,0,0,5.799079613,-0.108501606,1.008000852
3128,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.554534042,3.939104678,3.957322011,6.382541422,3.688936798,-4.055787248,0,0,0,0,0,0
3128,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.554534042,3.939104678,3.957322011,0,0,0,5.156360308,-2.188270837,4.232462896,0,0,0
3128,BUS,NA1,BUS_NA1,1,0,0,0,0,0,0,0,0,0,0,3.554534042,3.939104678,3.957322011,0,0,0,0,0,0,5.799079613,-0.108501606,1.008000852
3129,NMT,ICT,NMT_ICT,0,0,5.588506855,5.564175699,5.229561643,0,0,0,0,0,0,0,0,0,5.097892334,1.383495788,2.543558184,0,0,0,0,0,0
3129,NMT,NICT,NMT_NICT,0,0,5.588506855,5.564175699,5.229561643,0,0,0,0,0,0,0,0,0,0,0,0,3.242297577,0.371245258,4.532109518,0,0,0
3129,NMT,NA1,NMT_NA1,1,0,5.588506855,5.564175699,5.229561643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691212405,5.181265054,4.441460387
3129,IPT,ICT,IPT_ICT,0,0,0,0,0,6.784491132,4.121599523,2.842555048,0,0,0,0,0,0,5.097892334,1.383495788,2.543558184,0,0,0,0,0,0
3129,IPT,NICT,IPT_NICT,0,0,0,0,0,6.784491132,4.121599523,2.842555048,0,0,0,0,0,0,0,0,0,3.242297577,0.371245258,4.532109518,0,0,0
3129,IPT,NA1,IPT_NA1,0,0,0,0,0,6.784491132,4.121599523,2.842555048,0,0,0,0,0,0,0,0,0,0,0,0,3.691212405,5.181265054,4.441460387
3129,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,6.915042469,5.56179873,-11.99295503,0,0,0,5.097892334,1.383495788,2.543558184,0,0,0,0,0,0
3129,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,6.915042469,5.56179873,-11.99295503,0,0,0,0,0,0,3.242297577,0.371245258,4.532109518,0,0,0
3129,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,6.915042469,5.56179873,-11.99295503,0,0,0,0,0,0,0,0,0,3.691212405,5.181265054,4.441460387
3129,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,4.584639895,4.050261567,0.492458513,5.097892334,1.383495788,2.543558184,0,0,0,0,0,0
3129,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,4.584639895,4.050261567,0.492458513,0,0,0,3.242297577,0.371245258,4.532109518,0,0,0
3129,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,4.584639895,4.050261567,0.492458513,0,0,0,0,0,0,3.691212405,5.181265054,4.441460387
3130,NMT,ICT,NMT_ICT,0,0,5.910765846,6.284058057,1.412172898,0,0,0,0,0,0,0,0,0,5.671479381,0.376651751,-1.840323358,0,0,0,0,0,0
3130,NMT,NICT,NMT_NICT,0,0,5.910765846,6.284058057,1.412172898,0,0,0,0,0,0,0,0,0,0,0,0,4.673843826,2.037657776,3.813133715,0,0,0
3130,NMT,NA1,NMT_NA1,0,0,5.910765846,6.284058057,1.412172898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.570449614,12.03529459,0.449286494
3130,IPT,ICT,IPT_ICT,0,0,0,0,0,7.353384401,4.296263043,4.88225751,0,0,0,0,0,0,5.671479381,0.376651751,-1.840323358,0,0,0,0,0,0
3130,IPT,NICT,IPT_NICT,0,0,0,0,0,7.353384401,4.296263043,4.88225751,0,0,0,0,0,0,0,0,0,4.673843826,2.037657776,3.813133715,0,0,0
3130,IPT,NA1,IPT_NA1,1,0,0,0,0,7.353384401,4.296263043,4.88225751,0,0,0,0,0,0,0,0,0,0,0,0,3.570449614,12.03529459,0.449286494
3130,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,5.326068877,-1.073526507,4.688703747,0,0,0,5.671479381,0.376651751,-1.840323358,0,0,0,0,0,0
3130,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,5.326068877,-1.073526507,4.688703747,0,0,0,0,0,0,4.673843826,2.037657776,3.813133715,0,0,0
3130,PV,NA1,PV_NA1,0,0,0,0,0,0,0,0,5.326068877,-1.073526507,4.688703747,0,0,0,0,0,0,0,0,0,3.570449614,12.03529459,0.449286494
3130,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,3.665853002,3.212708004,1.374041141,5.671479381,0.376651751,-1.840323358,0,0,0,0,0,0
3130,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,3.665853002,3.212708004,1.374041141,0,0,0,4.673843826,2.037657776,3.813133715,0,0,0
3130,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,3.665853002,3.212708004,1.374041141,0,0,0,0,0,0,3.570449614,12.03529459,0.449286494
3131,NMT,ICT,NMT_ICT,0,0,5.962429355,6.97485135,-8.10979748,0,0,0,0,0,0,0,0,0,7.355556584,6.288276139,7.40592761,0,0,0,0,0,0
3131,NMT,NICT,NMT_NICT,0,0,5.962429355,6.97485135,-8.10979748,0,0,0,0,0,0,0,0,0,0,0,0,4.766737687,2.302540632,3.432141152,0,0,0
3131,NMT,NA1,NMT_NA1,0,0,5.962429355,6.97485135,-8.10979748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.252842951,5.319469496,9.857390258
3131,IPT,ICT,IPT_ICT,0,0,0,0,0,7.247314884,5.013835723,2.574933225,0,0,0,0,0,0,7.355556584,6.288276139,7.40592761,0,0,0,0,0,0
3131,IPT,NICT,IPT_NICT,0,0,0,0,0,7.247314884,5.013835723,2.574933225,0,0,0,0,0,0,0,0,0,4.766737687,2.302540632,3.432141152,0,0,0
3131,IPT,NA1,IPT_NA1,0,0,0,0,0,7.247314884,5.013835723,2.574933225,0,0,0,0,0,0,0,0,0,0,0,0,4.252842951,5.319469496,9.857390258
3131,PV,ICT,PV_ICT,0,0,0,0,0,0,0,0,4.344413671,-2.316729852,6.57504217,0,0,0,7.355556584,6.288276139,7.40592761,0,0,0,0,0,0
3131,PV,NICT,PV_NICT,0,0,0,0,0,0,0,0,4.344413671,-2.316729852,6.57504217,0,0,0,0,0,0,4.766737687,2.302540632,3.432141152,0,0,0
3131,PV,NA1,PV_NA1,1,0,0,0,0,0,0,0,4.344413671,-2.316729852,6.57504217,0,0,0,0,0,0,0,0,0,4.252842951,5.319469496,9.857390258
3131,BUS,ICT,BUS_ICT,0,0,0,0,0,0,0,0,0,0,0,5.46993626,6.933402993,-0.70337985,7.355556584,6.288276139,7.40592761,0,0,0,0,0,0
3131,BUS,NICT,BUS_NICT,0,0,0,0,0,0,0,0,0,0,0,5.46993626,6.933402993,-0.70337985,0,0,0,4.766737687,2.302540632,3.432141152,0,0,0
3131,BUS,NA1,BUS_NA1,0,0,0,0,0,0,0,0,0,0,0,5.46993626,6.933402993,-0.70337985,0,0,0,0,0,0,4.252842951,5.319469496,9.857390258
3132,NMT,ICT,NMT_ICT,0,0,4.268798697,5.791418225,1.793938661,0,0,0,0,0,0,0,0,0,7.199899217,4.000858295,4.458182528,0,0,0,0,0,0
