recorded_date,response_id,bridge_used,bridge_preference,reason_not_used,reason_not_used_other,trip_start_postcode,trip_end_postcode,travel_mode,trip_reason,trip_reason_other,travel_group,trip_frequency,impact_time,impact_comfort,impact_safety,impact_connectivity,pattern_change_mode,pattern_change_time,pattern_change_freq,pattern_change_places,trip_alternative,age,gender,gender_other,postcode,education,employment_status,currently_studying,drivers_licence,household_under15,household_15_17,household_18plus,bridge_feedback
2025-05-18 20:57:10,R_4rJ9tRA23FDrBsj,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4001.0,Walk ,Commute to my workplace,,alone,Daily,,,,,Yes,No,Yes,No,Used a longer route,50-54,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"I live in Kangaroo Point and always walked to work.  The new KP bridge is a much more pleasant walk than the Story Bridge.  Both trips are about the same length.  In poor weather, before the new KP bridge, I did sometimes take the bus.  I used to take the kittykat ferry frequently from dockside to HSW but the cross river ferry changes are not conducive to that (I very much dislike having to go to a Sydney Street first to then change to a citycat).  So I’m very happy that the KP bridge is open and not reliant on PT."
2025-05-18 21:07:47,R_4mtE0RXFLBSY99v,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To go to a restaurant/ eat/drink,,with one other person,Few times a month,,,,,Yes,Yes,Yes,Yes,Used a car (as passenger),50-54,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,1,
2025-05-18 21:12:52,R_4HL100PINLWC62J,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4005.0,4108.0,,Commute to my workplace,,alone,Few times a week,,,,,No,Yes,No,No,Used a car (as a driver),55-59,Male,,4005.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-18 21:18:57,R_4dLU4uikqB0DjWz,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Fitness/exercise,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a ferry,90-94,Male,,4169.0,Certificate III & IV,Retired or on an age pension,No,No licence,0,0,0,No
2025-05-18 21:44:33,R_9PuwMBRqNvdW6l3,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,To go to a restaurant/ eat/drink,,with one other person,On most weekends,,,,,Yes,Yes,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,3,0,3,Helped going out for drinks and restaurants on the weekend allowing for a better social experience 
2025-05-18 21:48:47,R_9IgC13o39USaLNA,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to study,,alone,Few times a week,,,,,Yes,No,Yes,Yes,Used a ferry,65-69,Female,,4169.0,Certificate III & IV,Retired or on an age pension,Yes,Car licence,0,0,1,
2025-05-18 21:54:57,R_90It736kdaBD3MJ,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,To go shopping,,with one other person,Few times a month,,,,,Yes,No,No,No,Used a ferry,60-64,Male,,4169.0,Advanced Diploma and Diploma,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-18 22:00:48,R_4pSiJioegaee5Zh,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Fitness/exercise,,alone,Daily,,,,,Yes,Yes,Yes,No,Used a ferry,75-79,Female,,4169.0,Postgraduate Degree,Retired or on an age pension,No,Car licence,1,0,1,Particularly great whilst Story Bridge is closed to pedestrians. I can walk to the gym in Elizabeth Street in 15 minutes compared to 40 minutes over Story Bridge or even longer by ferry. The buses into the city are so useless I don’t even consider them. Buses home from the city are ok. With a poor bus service and SB closed it is very difficult to get to South Brisbane where I do volunteer work or to the Cultural Centre for pleasure. It is a decent walk but with the new KP bridge I can walk to both. Importantly I can use the KP bridge as part of my walking exercise - I walk over the bridge then through the Gardens and home via the cliffs so a safe 6km walk which I do every day (or try to). Much nicer walk than going over the Story Bridge. Nevertheless the Story Bridge needs to be reopened to pedestrians as I can’t get to New Farm or the Balley unless I drive. 
2025-05-18 22:04:27,R_93Wv1F6Igr9JPPA,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,Yes,No,No,Yes,Used a longer route,18-24,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,4,"The green bridge cuts my commute in half, and allows me to get my exercise in "
2025-05-19 00:18:10,R_4Y7py99cNLjh4Ln,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Rarely,,,,,No,No,No,No,Travelled to someplace else for the same purpose/reason/activity,50-54,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,4,0,4,
2025-05-19 05:02:45,R_4IZ5r7TyHzchlGY,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute related to work,,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a car (as passenger),30-34,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"Commute to work, commute to shop and exercise, more exercise routes e.g. running, attending pool in city etc. Don't have to drive to city. Don't have to get infrequent buses to city. Much quicker to reach the city and eagle street precinct. Improved quality of life. "
2025-05-19 05:41:50,R_9DULowVKvWbLccW,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To go shopping,,with one other person,Few times a month,,,,,Yes,Yes,Maybe,Maybe,Used a bus,70-74,Female,,4169.0,Years 10/11/12,Retired or on an age pension,No,Car licence,0,0,2,"No thanks,  I already know"
2025-05-19 07:38:46,R_4F8NvWso9l7yedP,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4000.0,4000.0,Walk ,Fitness/exercise,,alone,Rarely,,,,,No,No,No,No,Used a ferry,70-74,Female,,4000.0,Certificate III & IV,Retired or on an age pension,No,Car licence,0,0,0,Enormous cost for the researched saving on vehicle expected reduction  crossing the Storey Bridge
2025-05-19 10:02:25,R_9pJQhW5QnScnErq,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4075.0,4001.0,,Commute related to work,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a longer route,50-54,Female,,4075.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,1,3,It is easier to actively travel around Brisbane. Visitors love the easy access. Encourages me not to drive.
2025-05-19 11:09:22,R_4gtJqvkSmeU1rpL,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,No,Maybe,Yes,Yes,Used a longer route,65-69,Male,,4169.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,"It provides so many options for walking and cycling, allowing city visits, work, appointments, leisure and exercise options. So grateful now, with the Story Bridge walk/bike path closed. I am using it multiple times each week. My car is almost unused now. "
2025-05-19 13:37:39,R_9tgA39A7FnlAUM1,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4101.0,4006.0,Personal E-bike  ,To go to a restaurant/ eat/drink,,alone,On most weekends,,,,,Yes,Maybe,Yes,Yes,Used a longer route,30-34,Male,,4101.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,No licence,0,0,2,"The Kangaroo Point bridge has been transformative for getting between West End and the Valley, the two main places I would visit, with a much nicer path than snaking through crowds on the Eagle Street Pier side, with frequent disruptions for construction and having to take the (often busy) lift up the cliff from behind Howard Smith Wharves. Instead you have a stately and attractive ride across two bridges with panoramic views, that get you right to the heart of the Valley! "
2025-05-19 13:54:29,R_4QijO5Xh0PMddPe,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4034.0,4034.0,"Other mode, please specify ____________________________",To experience the bridge,,with one other person,Rarely,,,,,No,No,No,Yes,Not travelled,65-69,Male,,4034.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,I use a wheelchair and find that pedestrian bridges give an enjoyable experience.
2025-05-19 13:55:14,R_9GWI1uo5Mm2U4ne,Neville Bonner Bridge,Neville Bonner Bridge,,,4000.0,4170.0,,Commute related to work,,alone,Few times a month,,,,,Yes,,,,Used a longer route,30-34,Male,,4170.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,It's provided a more direct route between my work in the CBD and the train on the Cleveland line. It has also provided an easier and more direct route to get to South Bank and West End beyond via cultural centre.
2025-05-19 14:02:39,R_4iE9GM17EyjY5tT,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,"Other activity, please specify",To experience Brisbane City,with one other person,Few times a week,,,,,Yes,Yes,Yes,Yes,Travelled to someplace else for the same purpose/reason/activity,35-39,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"Sure, the Kangaroo Point Green Bridge has undoubtedly provided a closer connection for that suburb and surrounding suburbs with the city Botanic Gardens and City Centre itself. I note that this day the 19th of May the number of pedestrian crossings has just passed 1 million. This bridge has been an excellent investment in the cities health, well being and wealth. The benefits whilst difficult to tangibly define, will be enjoyed by the city for a very long time."
2025-05-19 16:39:16,R_4w4U5f1dMIYU933,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4120.0,4000.0,"Other mode, please specify ____________________________",Fitness/exercise,,alone,Few times a month,,,,,No,Maybe,No,Maybe,Travelled to someplace else for the same purpose/reason/activity,55-59,Male,,4120.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,3,
2025-05-19 18:10:37,R_9Rb4eQPsmrTQ6NI,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,To go to a restaurant/ eat/drink,,with one other person,Rarely,,,,,No,Yes,No,No,Used a shorter route,30-34,Male,,4169.0,Advanced Diploma and Diploma,Prefer not to answer,Yes,Car licence,0,0,2,To be honest it hasn’t. It has made my commute worse due to the closure of the story bridge and them trying to justify the new bridge costs by not reopening the story bridge.
2025-05-19 18:15:04,R_4Q5QS2yWZ5mfd5o,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Daily,,,,,Yes,No,Yes,Yes,Used a ferry,50-54,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,4,1,3,I walk much more and find it an effective stress relief after a day of work. 
2025-05-19 20:03:08,R_9MDR3ubARzRgcgx,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4001.0,4169.0,Walk ,Commute to my workplace,,alone,Few times a week,,,,,Yes,No,No,Yes,Used a bus,30-34,Female,,4169.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,Yes,Car licence,0,0,3,"I mostly use it to walk home from work and uni. I would use it to walk *to* work and uni if I had end-of-trip facilities available.

I feel that my quality of life and productivity have both improved with the use of the bridge. Rather than getting a bus home, I use that 30-40 minutes to actively commute home and fit in some exercise, which then frees up my time for study and other life admin.


I wish Brisbane was more walkable generally, not just the innermost suburbs."
2025-05-19 21:29:37,R_9J3sw5xveD5CNVf,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Daily,,,,,Yes,Yes,Yes,Maybe,Not travelled,50-54,Female,,4169.0,Postgraduate Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,1,1,1,It’s a beautiful structure and I have incorporated it into my daily walk. I absolutely love it. 
2025-05-19 21:37:55,R_4sU3c7L6M1fvjhY,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,To go shopping,,with one other person,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a bus,25-29,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,Has enabled my access into the city significantly more. Reduced my use of driving to another location or requiring to catch a bus into the city. 
2025-05-20 03:05:05,R_3bMYsJfPC4v71Zx,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Daily,,,,,Yes,No,Yes,Yes,Used a bus,50-54,Female,,4169.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-20 05:24:01,R_435BIaxEDmpU2A1,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4006.0,4006.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,Yes,Maybe,Maybe,Maybe,Used a longer route,50-54,Male,,4006.0,Years 10/11/12,"Volunteer/ unpaid work,Not currently working for any other reason",No,"Car licence,Motorcycle licence,Other Licence",0,0,1,"i’m not sure of all the names of the bridges, but they are a great thing that Brisbane has done to the Cycling community and we could use more"
2025-05-20 08:26:09,R_4zovKr307It0Gbs,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4011.0,4000.0,Walk ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,No,,65-69,Male,,4011.0,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,1,
2025-05-20 09:03:06,R_4at0jKi9c0LiD6a,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4020.0,4005.0, Pushbike  ,To visit a park,,with one other person,Rarely,,,,,No,No,No,Yes,Used a car (as a driver),60-64,Female,,4020.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,4,
2025-05-20 09:25:33,R_9hF0vGZntUVJtxT,Breakfast/ Yowoggera Bridge,Breakfast/ Yowoggera Bridge,,,4010.0,4010.0, Pushbike  ,Fitness/exercise,,with one other person,Few times a week,,,,,Yes,Maybe,No,Yes,Used a longer route,55-59,Female,,4010.0,Prefer not to answer,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,It is a safe access across the river alone with the bike path alone the river to enjoy stopping at places for a rest or drink.
2025-05-20 10:40:04,R_9PgETZJbm9lYspb,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4000.0,4169.0, Pushbike  ,Fitness/exercise,,with more than two persons,Few times a month,,,,,No,No,Yes,Yes,Not travelled,35-39,Female,,4053.0,Bachelor Degree,Employed (paid work) typically working less than 35 hours a week,No,Car licence,2,0,2,
2025-05-20 10:56:20,R_4nSDe6zqM9n00tf,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4006.0,4101.0, Pushbike  ,Commute to my workplace,,alone,Few times a week,,,,,No,No,No,No,Used a longer route,30-34,Female,,4006.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,It had made my ride to work significantly more pleasant and direct until the connecting Storey Bridge was closed. I now use it less. I also very much enjoy using the new Breakfast Creek Bridge even though I use it less than the Kangaroo Point one. It makes riding to Hamilton from my home much easier. 
2025-05-20 10:56:21,R_9pS74W6XhzoMxKH,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4000.0,4151.0,,"Other activity, please specify",I use it for my commute home as it's often better for me to walk to the Cultural Centre to catch a bus home than catch one from the CBD. In a morning I get off the bus in the CBD,alone,Few times a week,,,,,Maybe,,,,Travelled to someplace else for the same purpose/reason/activity,45-49,Male,,4151.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,2,It makes South Brisbane/South bank more accessible. It's also more pleasant and much quicker to walk from my workplace on Mary St to the Cultural Centre bus station than through the CBD & over Victoria Bridge because I don't have to cross so many roads. Walking through Brisbane CBD is a very stop-start experience.
2025-05-20 15:01:06,R_9agd8Ynnivm0FVw,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4066.0,4066.0, Pushbike  ,Fitness/exercise,,alone,Few times a month,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,55-59,Male,,4066.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,1,2,Makes it more enjoyable to ride around the city
2025-05-20 16:46:36,R_9E3gdRL1QEU3kT7,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Few times a week,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,18-24,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,
2025-05-20 18:26:12,R_9tKkq1g2MMMnK5m,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4005.0,4000.0,Personal E-bike  ,Commute to my workplace,,alone,Few times a week,,,,,Yes,Maybe,Yes,Yes,Used a bus,30-34,Female,,4005.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,"I answered these questions as if the story bridge cycle path was still open. My use of the bridge has significantly decreased since the story bridge closed. When it was open, my use of the green bridges were significantly higher as I cycled to work and then onto west end for the gym. Now I use the bus or drive. "
2025-05-20 19:24:43,R_6FJR4cvwTjCKqlQ,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4171.0,4101.0, Pushbike  ,Commute to my workplace,,alone,Daily,,,,,Yes,Yes,Yes,No,Used a longer route,45-49,Male,,4171.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,2,0,1,
2025-05-20 22:33:45,R_925R7mbGOXl9Mzs,I have not used any of the above,Kangaroo Point Bridge,Does not connect places where I typically go,,,,,,,,,,,,,,,,,,18-24,Male,,4169.0,Years 10/11/12,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,0,
2025-05-21 07:35:02,R_91HZALDea4JxrUS,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,,,,,,Yes,,,,"Used Taxi/RideShare (Uber, Didi, etc)",60-64,Male,,4169.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,No thanks
2025-05-21 08:07:33,R_9Qt8otDloadOwDv,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4000.0,4169.0, Pushbike  ,"Other activity, please specify",to participate in rock climbing activities at Kangaroo Point,alone,Rarely,,,,,Yes,No,Maybe,No,Used a car (as a driver),30-34,Female,,4500.0,Graduate Diploma and Graduate Certificate,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,2,I use it as part of multi modal transport by catching the train to central station and then cycling to my destination in Kangaroo Point.  I enjoy this more than driving and it is not an area easily accessible by public transport.
2025-05-21 08:46:14,R_422CMTXJomWlR8H,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,Yes,No,No,No,Used a longer route,55-59,Male,,4060.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,The green bridge has provide variety and options for different routes for fitness activities.
2025-05-21 12:46:16,R_4rPcnnj95GHW73L,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4101.0,4005.0, Pushbike  ,Commute related to work,,alone,Daily,,,,,Maybe,Yes,Maybe,No,Used a longer route,45-49,Female,,4005.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,1,"Provides a safe alternative to riding on the road. As a long time cyclist with very good cycling skills, riding on a road with cars feels unsafe. There are a lot of vehicle drivers that don’t give cyclists respect as a road user. "
2025-05-21 14:57:28,R_9IIXcn6tBRTVvyh,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4169.0,Walk ,Fitness/exercise,,alone,Daily,,,,,Yes,Yes,Yes,Yes,Used a longer route,75-79,Male,,4169.0,Postgraduate Degree,Retired or on an age pension,Yes,Car licence,0,0,1,It has brought the city shops and botanic  gardens closer
2025-05-21 15:55:01,R_9dQxGX8E6aSzSG5,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4151.0,4000.0,Walk ,To experience the bridge,,with one other person,On most weekends,,,,,Yes,No,No,Yes,Used a longer route,30-34,Male,,4151.0,Postgraduate Degree,Student receiving Youth Allowance/ Stipend,Yes,Car licence,0,0,2, The lookouts are good for photography 
2025-05-21 17:36:37,R_4KbP7NGefciPvlT,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4169.0,4000.0, Pushbike  ,Fitness/exercise,,with one other person,Few times a week,,,,,,No,Yes,No,"Used Taxi/RideShare (Uber, Didi, etc)",55-59,Male,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,1,0,0,
2025-05-21 17:57:52,R_4AUkGC9BhuogxJD,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4103.0,4103.0, Pushbike  ,Fitness/exercise,,with two other persons,On most weekends,,,,,No,No,No,No,Used a longer route,65-69,Male,,4103.0,Postgraduate Degree,Retired or on an age pension,No,Car licence,0,0,1,"I have been cycling around Brisbane at least a few days a week for the past 30 years. I am now retired and as new green bridges come on line I am able to change my routes and enjoy new travel experiences. When working I would ride to work daily and as more green bridges came on line I had more flexibility in relation to the way I travelled to work. Also I was riding to different workplaces in the city, at one stage State Law building and then 1 William which meant I changed from using Kurilpa Bridge to Goodwill bridge and I would and still do use Eleanor  Schonell bridge. "
2025-05-22 09:27:04,R_9YkU6C3yLLd68im,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,,Walk ,Fitness/exercise,,with one other person,Few times a week,,,,,No,No,Yes,Maybe,Used a longer route,70-74,Male,,4169.0,Bachelor Degree,Retired or on an age pension,No,Car licence,0,0,1,"It's a great asset, is it worth the $300M it cost, I'm not sure. BCC, as a matter of urgency,  needs to open the pedestrian paths on the Story Bridge. "
2025-05-22 09:28:08,R_4NHCzGavUwUWrkt,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4121.0,4001.0,Personal E-scooter   ,Commute to my workplace,,alone,Few times a week,,,,,No,No,No,Yes,Used a longer route,25-29,Male,,4128.0,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,3,KP green bridge has shortened commute times for myself on my E-Scooter and has also shortened walking times when in the city on a night out.
2025-05-22 10:44:53,R_44hLUaB1UKgq71j,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Neville Bonner Bridge,,,4101.0,4000.0,,Fitness/exercise,,alone,Few times a week,,,,,No,Yes,Yes,No,Travelled to someplace else for the same purpose/reason/activity,25-29,Male,,4068.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence,Other Licence",0,0,2,Each of the Green bridges have added alternative routes for exercise and active transport. The closure of the Story Bridge has recently limited the use of the Kangaroo Point Bridge as I have opted to ride on the road instead of using the kangaroo point bridge to connect to the Story Bridge and onto New Farm and surrounds. Neville Bonner Bridge has made it extremely easy to walk from south bank to the office which increases opportunity for exercise locations and I have observed a distinct uptake in other staff catching the train to South Brisbane rather than Central and using that Bridge to access the office (in Mary St)
2025-05-22 13:18:41,R_4qeXFAPtRZ4SvBy,"Kangaroo Point Bridge,Neville Bonner Bridge",Neville Bonner Bridge,,,4101.0,4000.0,,Fitness/exercise,,alone,Few times a week,,,,,No,No,No,Yes,Travelled to someplace else for the same purpose/reason/activity,65-69,Female,,4101.0,Advanced Diploma and Diploma,Retired or on an age pension,No,Prefer not to answer,0,0,2,It expanded my exercise circuit options making it easier to combine my workouts with walking in the city. It improved my well-being and connection to the riverfront community 
2025-05-22 13:37:27,R_4RvLEOCljZcl6QF,Kangaroo Point Bridge,Kangaroo Point Bridge,,,4000.0,4169.0, Pushbike  ,Visiting family/ friends/relatives/ social visit,,alone,Rarely,,,,,Yes,No,No,Yes,Used a train,35-39,Male,,4211.0,Certificate III & IV,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,2,"It provided safe and direct connection between Kangaroo point and CBD. It's convenient, accessible and enhances the overall walkability of the city"
2025-05-22 22:08:14,R_4dGs7XSzQr9uwqj,"Kangaroo Point Bridge,Neville Bonner Bridge,Breakfast/ Yowoggera Bridge",Breakfast/ Yowoggera Bridge,,,4007.0,4007.0,Walk ,Fitness/exercise,,with one other person,Few times a month,,,,,No,No,No,No,Used a longer route,18-24,Female,,4012.0,Years 10/11/12,Employed (paid work) typically working less than 35 hours a week,No,Car licence,0,0,4,
2025-05-22 22:12:44,R_43xuYfL6tschAxx,Kangaroo Point Bridge,Neville Bonner Bridge,,,4012.0,4101.0,,To go to a restaurant/ eat/drink,,alone,Few times a month,,,,,No,No,No,No,Used a car (as a driver),50-54,Male,,4012.0,Postgraduate Degree,Employed (paid work) typically working 35 hours or more in a week,No,"Car licence,Motorcycle licence",0,0,4,
2025-05-23 07:57:33,R_4W32b8SSZsQlkop,"Kangaroo Point Bridge,Neville Bonner Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Walk ,Commute to my workplace,,alone,Daily,,,,,Yes,No,No,Yes,Used a ferry,18-24,Female,,4169.0,Bachelor Degree,Employed (paid work) typically working 35 hours or more in a week,No,Car licence,0,0,1,"I don’t have to rely on ferry and bus timetables to get to work or gym, etc. "
2025-05-23 08:32:10,R_9JMOJSPnfWhg0Fj,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4067.0,4067.0, Pushbike  ,"To do personal business (Healthcare, hairdresser etc)",,alone,Few times a month,,,,,No,Yes,Yes,Yes,Used a shorter route,25-29,Female,,4067.0,Bachelor Degree,"Employed (paid work) typically working less than 35 hours a week,Volunteer/ unpaid work",No,Car licence,0,0,2,
2025-05-23 12:21:47,R_9HU10k380lfFgwH,"Kangaroo Point Bridge,Breakfast/ Yowoggera Bridge",Kangaroo Point Bridge,,,4169.0,4000.0,Personal E-bike  ,"Other activity, please specify",Also leisure rides,alone,Few times a week,,,,,Yes,Yes,Yes,Yes,Used a bus,75-79,Male,,4169.0,Years 10/11/12,Retired or on an age pension,No,"Car licence,Motorcycle licence",0,0,1,"Makes dining, shopping and outings very convenient and pleasurable whilst exercising.
Car is used less"
